seed,epoch,test-loss,total-acc,test-acc_feature1,test-loss_feature1
0,4800,0.72701824,0.50488281,0.50488281,0.72701824
0,4900,0.72958440,0.50878906,0.50878906,0.72958440
0,5000,0.71766323,0.52636719,0.52636719,0.71766323
0,5100,0.68826175,0.58398438,0.58398438,0.68826175
0,5200,0.63697571,0.67675781,0.67675781,0.63697571
0,5300,0.43087646,0.82226562,0.82226562,0.43087646
0,5400,0.07704764,0.99316406,0.99316406,0.07704764
0,5500,0.01838373,1.00000000,1.00000000,0.01838373
0,5600,0.00873367,1.00000000,1.00000000,0.00873367
0,5700,0.00539794,1.00000000,1.00000000,0.00539794
0,5800,0.00380404,1.00000000,1.00000000,0.00380404
0,5900,0.00290060,1.00000000,1.00000000,0.00290060
0,6000,0.00232317,1.00000000,1.00000000,0.00232317
0,6100,0.00192751,1.00000000,1.00000000,0.00192751
0,6200,0.00164024,1.00000000,1.00000000,0.00164024
0,6300,0.00142448,1.00000000,1.00000000,0.00142448
0,6400,0.00125420,1.00000000,1.00000000,0.00125420
0,6500,0.00111956,1.00000000,1.00000000,0.00111956
0,6600,0.00100992,1.00000000,1.00000000,0.00100992
0,6700,0.00091966,1.00000000,1.00000000,0.00091966
0,6800,0.00084284,1.00000000,1.00000000,0.00084284
0,6900,0.00077757,1.00000000,1.00000000,0.00077757
0,7000,0.00072136,1.00000000,1.00000000,0.00072136
0,7100,0.00067235,1.00000000,1.00000000,0.00067235
0,7200,0.00062944,1.00000000,1.00000000,0.00062944
0,7300,0.00059162,1.00000000,1.00000000,0.00059162
0,7400,0.00055757,1.00000000,1.00000000,0.00055757
0,7500,0.00052745,1.00000000,1.00000000,0.00052745
0,7600,0.00050012,1.00000000,1.00000000,0.00050012
0,7700,0.00047542,1.00000000,1.00000000,0.00047542
0,7800,0.00045301,1.00000000,1.00000000,0.00045301
0,7900,0.00043258,1.00000000,1.00000000,0.00043258
0,8000,0.00041383,1.00000000,1.00000000,0.00041383
0,8100,0.00039668,1.00000000,1.00000000,0.00039668
0,8200,0.00038072,1.00000000,1.00000000,0.00038072
0,8300,0.00036605,1.00000000,1.00000000,0.00036605
0,8400,0.00035249,1.00000000,1.00000000,0.00035249
0,8500,0.00033984,1.00000000,1.00000000,0.00033984
0,8600,0.00032799,1.00000000,1.00000000,0.00032799
0,8700,0.00031698,1.00000000,1.00000000,0.00031698
0,8800,0.00030668,1.00000000,1.00000000,0.00030668
0,8900,0.00029698,1.00000000,1.00000000,0.00029698
0,9000,0.00028784,1.00000000,1.00000000,0.00028784
0,9100,0.00027933,1.00000000,1.00000000,0.00027933
0,9200,0.00027123,1.00000000,1.00000000,0.00027123
0,9300,0.00026357,1.00000000,1.00000000,0.00026357
0,9400,0.00025636,1.00000000,1.00000000,0.00025636
0,9500,0.00024946,1.00000000,1.00000000,0.00024946
0,9600,0.00024294,1.00000000,1.00000000,0.00024294
0,9700,0.00023671,1.00000000,1.00000000,0.00023671
0,9800,0.00023089,1.00000000,1.00000000,0.00023089
0,9900,0.00022524,1.00000000,1.00000000,0.00022524
0,10000,0.00021985,1.00000000,1.00000000,0.00021985
0,10100,0.00021473,1.00000000,1.00000000,0.00021473
0,10200,0.00020980,1.00000000,1.00000000,0.00020980
0,10300,0.00020509,1.00000000,1.00000000,0.00020509
0,10400,0.00020063,1.00000000,1.00000000,0.00020063
0,10500,0.00019630,1.00000000,1.00000000,0.00019630
0,10600,0.00019219,1.00000000,1.00000000,0.00019219
0,10700,0.00018829,1.00000000,1.00000000,0.00018829
0,10800,0.00018449,1.00000000,1.00000000,0.00018449
0,10900,0.00018088,1.00000000,1.00000000,0.00018088
0,11000,0.00017733,1.00000000,1.00000000,0.00017733
0,11100,0.00017399,1.00000000,1.00000000,0.00017399
0,11200,0.00017074,1.00000000,1.00000000,0.00017074
0,11300,0.00016758,1.00000000,1.00000000,0.00016758
0,11400,0.00016459,1.00000000,1.00000000,0.00016459
0,11500,0.00016166,1.00000000,1.00000000,0.00016166
0,11600,0.00015887,1.00000000,1.00000000,0.00015887
0,11700,0.00015614,1.00000000,1.00000000,0.00015614
0,11800,0.00015353,1.00000000,1.00000000,0.00015353
0,11900,0.00015098,1.00000000,1.00000000,0.00015098
0,12000,0.00014856,1.00000000,1.00000000,0.00014856
0,12100,0.00014620,1.00000000,1.00000000,0.00014620
0,12200,0.00014390,1.00000000,1.00000000,0.00014390
0,12300,0.00014168,1.00000000,1.00000000,0.00014168
0,12400,0.00013956,1.00000000,1.00000000,0.00013956
0,12500,0.00013748,1.00000000,1.00000000,0.00013748
0,12600,0.00013547,1.00000000,1.00000000,0.00013547
0,12700,0.00013353,1.00000000,1.00000000,0.00013353
0,12800,0.00013164,1.00000000,1.00000000,0.00013164
0,12900,0.00012981,1.00000000,1.00000000,0.00012981
0,13000,0.00012804,1.00000000,1.00000000,0.00012804
0,13100,0.00012632,1.00000000,1.00000000,0.00012632
0,13200,0.00012466,1.00000000,1.00000000,0.00012466
0,13300,0.00012303,1.00000000,1.00000000,0.00012303
0,13400,0.00012144,1.00000000,1.00000000,0.00012144
0,13500,0.00011991,1.00000000,1.00000000,0.00011991
0,13600,0.00011844,1.00000000,1.00000000,0.00011844
0,13700,0.00011698,1.00000000,1.00000000,0.00011698
0,13800,0.00011557,1.00000000,1.00000000,0.00011557
0,13900,0.00011421,1.00000000,1.00000000,0.00011421
0,14000,0.00011287,1.00000000,1.00000000,0.00011287
0,14100,0.00011156,1.00000000,1.00000000,0.00011156
0,14200,0.00011031,1.00000000,1.00000000,0.00011031
0,14300,0.00010908,1.00000000,1.00000000,0.00010908
0,14400,0.00010787,1.00000000,1.00000000,0.00010787
0,14500,0.00010671,1.00000000,1.00000000,0.00010671
0,14600,0.00010554,1.00000000,1.00000000,0.00010554
0,14700,0.00010443,1.00000000,1.00000000,0.00010443
0,14800,0.00010334,1.00000000,1.00000000,0.00010334
0,14900,0.00010227,1.00000000,1.00000000,0.00010227
0,14999,0.00010125,1.00000000,1.00000000,0.00010125
1,0,0.69403154,0.50488281,0.50488281,0.69403154
1,100,0.69325602,0.49902344,0.49902344,0.69325602
1,200,0.69313389,0.50976562,0.50976562,0.69313389
1,300,0.69309294,0.50585938,0.50585938,0.69309294
1,400,0.69309211,0.50976562,0.50976562,0.69309211
1,500,0.69307637,0.50781250,0.50781250,0.69307637
1,600,0.69308013,0.50781250,0.50781250,0.69308013
1,700,0.69308037,0.50292969,0.50292969,0.69308037
1,800,0.69307065,0.49902344,0.49902344,0.69307065
1,900,0.69307458,0.50976562,0.50976562,0.69307458
1,1000,0.69309270,0.50781250,0.50781250,0.69309270
1,1100,0.69310129,0.51074219,0.51074219,0.69310129
1,1200,0.69310403,0.51367188,0.51367188,0.69310403
1,1300,0.69311035,0.51367188,0.51367188,0.69311035
1,1400,0.69312441,0.51269531,0.51269531,0.69312441
1,1500,0.69314992,0.52050781,0.52050781,0.69314992
1,1600,0.69319856,0.52539062,0.52539062,0.69319856
1,1700,0.69327289,0.52343750,0.52343750,0.69327289
1,1800,0.69335914,0.51660156,0.51660156,0.69335914
1,1900,0.69346285,0.51562500,0.51562500,0.69346285
1,2000,0.69356787,0.51562500,0.51562500,0.69356787
1,2100,0.69367182,0.50878906,0.50878906,0.69367182
1,2200,0.69377434,0.51562500,0.51562500,0.69377434
1,2300,0.69388437,0.51757812,0.51757812,0.69388437
1,2400,0.69400585,0.51660156,0.51660156,0.69400585
1,2500,0.69412380,0.51855469,0.51855469,0.69412380
1,2600,0.69426048,0.51269531,0.51269531,0.69426048
1,2700,0.69439209,0.51367188,0.51367188,0.69439209
1,2800,0.69452405,0.50683594,0.50683594,0.69452405
1,2900,0.69463873,0.50390625,0.50390625,0.69463873
1,3000,0.69480801,0.50488281,0.50488281,0.69480801
1,3100,0.69505847,0.50585938,0.50585938,0.69505847
1,3200,0.69534570,0.50585938,0.50585938,0.69534570
1,3300,0.69565523,0.51074219,0.51074219,0.69565523
1,3400,0.69598526,0.50781250,0.50781250,0.69598526
1,3500,0.69638896,0.50683594,0.50683594,0.69638896
1,3600,0.69690406,0.50976562,0.50976562,0.69690406
1,3700,0.69755578,0.50878906,0.50878906,0.69755578
1,3800,0.69832182,0.50390625,0.50390625,0.69832182
1,3900,0.69929647,0.50488281,0.50488281,0.69929647
1,4000,0.70058656,0.51367188,0.51367188,0.70058656
1,4100,0.70216405,0.50878906,0.50878906,0.70216405
1,4200,0.70412409,0.50585938,0.50585938,0.70412409
1,4300,0.70658010,0.50781250,0.50781250,0.70658010
1,4400,0.70945883,0.51171875,0.51171875,0.70945883
1,4500,0.71303070,0.51562500,0.51562500,0.71303070
1,4600,0.71725434,0.51953125,0.51953125,0.71725434
1,4700,0.72182113,0.51953125,0.51953125,0.72182113
1,4800,0.72715056,0.51367188,0.51367188,0.72715056
1,4900,0.73276854,0.51660156,0.51660156,0.73276854
1,5000,0.73940617,0.51757812,0.51757812,0.73940617
1,5100,0.74674422,0.51464844,0.51464844,0.74674422
1,5200,0.75547642,0.52343750,0.52343750,0.75547642
1,5300,0.76503938,0.51171875,0.51171875,0.76503938
1,5400,0.77593815,0.51367188,0.51367188,0.77593815
1,5500,0.78785861,0.51074219,0.51074219,0.78785861
1,5600,0.79793137,0.51660156,0.51660156,0.79793137
1,5700,0.76627332,0.55566406,0.55566406,0.76627332
1,5800,0.51312029,0.74707031,0.74707031,0.51312029
1,5900,0.16314441,0.94531250,0.94531250,0.16314441
1,6000,0.05436456,0.98730469,0.98730469,0.05436456
1,6100,0.02765438,0.99511719,0.99511719,0.02765438
1,6200,0.01750705,0.99804688,0.99804688,0.01750705
1,6300,0.01244921,0.99902344,0.99902344,0.01244921
1,6400,0.00953376,0.99902344,0.99902344,0.00953376
1,6500,0.00770552,1.00000000,1.00000000,0.00770552
1,6600,0.00637622,1.00000000,1.00000000,0.00637622
1,6700,0.00544079,1.00000000,1.00000000,0.00544079
1,6800,0.00472635,1.00000000,1.00000000,0.00472635
1,6900,0.00415832,1.00000000,1.00000000,0.00415832
1,7000,0.00370723,1.00000000,1.00000000,0.00370723
1,7100,0.00335329,1.00000000,1.00000000,0.00335329
1,7200,0.00304929,1.00000000,1.00000000,0.00304929
1,7300,0.00279941,1.00000000,1.00000000,0.00279941
1,7400,0.00257982,1.00000000,1.00000000,0.00257982
1,7500,0.00239594,1.00000000,1.00000000,0.00239594
1,7600,0.00223696,1.00000000,1.00000000,0.00223696
1,7700,0.00209525,1.00000000,1.00000000,0.00209525
1,7800,0.00196979,1.00000000,1.00000000,0.00196979
1,7900,0.00185664,1.00000000,1.00000000,0.00185664
1,8000,0.00176020,1.00000000,1.00000000,0.00176020
1,8100,0.00166951,1.00000000,1.00000000,0.00166951
1,8200,0.00158897,1.00000000,1.00000000,0.00158897
1,8300,0.00151633,1.00000000,1.00000000,0.00151633
1,8400,0.00144915,1.00000000,1.00000000,0.00144915
1,8500,0.00138694,1.00000000,1.00000000,0.00138694
1,8600,0.00133087,1.00000000,1.00000000,0.00133087
1,8700,0.00127783,1.00000000,1.00000000,0.00127783
1,8800,0.00122946,1.00000000,1.00000000,0.00122946
1,8900,0.00118261,1.00000000,1.00000000,0.00118261
1,9000,0.00114197,1.00000000,1.00000000,0.00114197
1,9100,0.00110295,1.00000000,1.00000000,0.00110295
1,9200,0.00106469,1.00000000,1.00000000,0.00106469
1,9300,0.00103024,1.00000000,1.00000000,0.00103024
1,9400,0.00099749,1.00000000,1.00000000,0.00099749
1,9500,0.00096636,1.00000000,1.00000000,0.00096636
1,9600,0.00093726,1.00000000,1.00000000,0.00093726
1,9700,0.00090990,1.00000000,1.00000000,0.00090990
1,9800,0.00088359,1.00000000,1.00000000,0.00088359
1,9900,0.00085949,1.00000000,1.00000000,0.00085949
1,10000,0.00083566,1.00000000,1.00000000,0.00083566
1,10100,0.00081340,1.00000000,1.00000000,0.00081340
1,10200,0.00079263,1.00000000,1.00000000,0.00079263
1,10300,0.00077283,1.00000000,1.00000000,0.00077283
1,10400,0.00075379,1.00000000,1.00000000,0.00075379
1,10500,0.00073620,1.00000000,1.00000000,0.00073620
1,10600,0.00071944,1.00000000,1.00000000,0.00071944
1,10700,0.00070328,1.00000000,1.00000000,0.00070328
1,10800,0.00068749,1.00000000,1.00000000,0.00068749
1,10900,0.00067270,1.00000000,1.00000000,0.00067270
1,11000,0.00065848,1.00000000,1.00000000,0.00065848
1,11100,0.00064505,1.00000000,1.00000000,0.00064505
1,11200,0.00063198,1.00000000,1.00000000,0.00063198
1,11300,0.00061977,1.00000000,1.00000000,0.00061977
1,11400,0.00060798,1.00000000,1.00000000,0.00060798
1,11500,0.00059646,1.00000000,1.00000000,0.00059646
1,11600,0.00058561,1.00000000,1.00000000,0.00058561
1,11700,0.00057515,1.00000000,1.00000000,0.00057515
1,11800,0.00056500,1.00000000,1.00000000,0.00056500
1,11900,0.00055504,1.00000000,1.00000000,0.00055504
1,12000,0.00054575,1.00000000,1.00000000,0.00054575
1,12100,0.00053668,1.00000000,1.00000000,0.00053668
1,12200,0.00052783,1.00000000,1.00000000,0.00052783
1,12300,0.00051941,1.00000000,1.00000000,0.00051941
1,12400,0.00051107,1.00000000,1.00000000,0.00051107
1,12500,0.00050335,1.00000000,1.00000000,0.00050335
1,12600,0.00049546,1.00000000,1.00000000,0.00049546
1,12700,0.00048819,1.00000000,1.00000000,0.00048819
1,12800,0.00048084,1.00000000,1.00000000,0.00048084
1,12900,0.00047375,1.00000000,1.00000000,0.00047375
1,13000,0.00046720,1.00000000,1.00000000,0.00046720
1,13100,0.00046058,1.00000000,1.00000000,0.00046058
1,13200,0.00045404,1.00000000,1.00000000,0.00045404
1,13300,0.00044803,1.00000000,1.00000000,0.00044803
1,13400,0.00044212,1.00000000,1.00000000,0.00044212
1,13500,0.00043607,1.00000000,1.00000000,0.00043607
1,13600,0.00043051,1.00000000,1.00000000,0.00043051
1,13700,0.00042514,1.00000000,1.00000000,0.00042514
1,13800,0.00041972,1.00000000,1.00000000,0.00041972
1,13900,0.00041453,1.00000000,1.00000000,0.00041453
1,14000,0.00040956,1.00000000,1.00000000,0.00040956
1,14100,0.00040448,1.00000000,1.00000000,0.00040448
1,14200,0.00039967,1.00000000,1.00000000,0.00039967
1,14300,0.00039502,1.00000000,1.00000000,0.00039502
1,14400,0.00039039,1.00000000,1.00000000,0.00039039
1,14500,0.00038588,1.00000000,1.00000000,0.00038588
1,14600,0.00038145,1.00000000,1.00000000,0.00038145
1,14700,0.00037720,1.00000000,1.00000000,0.00037720
1,14800,0.00037301,1.00000000,1.00000000,0.00037301
1,14900,0.00036889,1.00000000,1.00000000,0.00036889
1,14999,0.00036506,1.00000000,1.00000000,0.00036506
2,0,0.69676387,0.50097656,0.50097656,0.69676387
2,100,0.69365931,0.48046875,0.48046875,0.69365931
2,200,0.69374591,0.48242188,0.48242188,0.69374591
2,300,0.69386822,0.47753906,0.47753906,0.69386822
2,400,0.69402641,0.48144531,0.48144531,0.69402641
2,500,0.69415379,0.48437500,0.48437500,0.69415379
2,600,0.69424421,0.48828125,0.48828125,0.69424421
2,700,0.69432569,0.48632812,0.48632812,0.69432569
2,800,0.69440478,0.48632812,0.48632812,0.69440478
2,900,0.69449764,0.48046875,0.48046875,0.69449764
2,1000,0.69461977,0.48242188,0.48242188,0.69461977
2,1100,0.69474268,0.48339844,0.48339844,0.69474268
2,1200,0.69489151,0.48730469,0.48730469,0.69489151
2,1300,0.69504768,0.48828125,0.48828125,0.69504768
2,1400,0.69520509,0.48144531,0.48144531,0.69520509
2,1500,0.69536161,0.48144531,0.48144531,0.69536161
2,1600,0.69551021,0.48632812,0.48632812,0.69551021
2,1700,0.69566661,0.49511719,0.49511719,0.69566661
2,1800,0.69581801,0.49511719,0.49511719,0.69581801
2,1900,0.69597542,0.49316406,0.49316406,0.69597542
2,2000,0.69614470,0.49414062,0.49414062,0.69614470
2,2100,0.69629228,0.49414062,0.49414062,0.69629228
2,2200,0.69643891,0.49511719,0.49511719,0.69643891
2,2300,0.69657481,0.49804688,0.49804688,0.69657481
2,2400,0.69670820,0.49902344,0.49902344,0.69670820
2,2500,0.69685352,0.49902344,0.49902344,0.69685352
2,2600,0.69699430,0.49609375,0.49609375,0.69699430
2,2700,0.69713545,0.50097656,0.50097656,0.69713545
2,2800,0.69728744,0.49707031,0.49707031,0.69728744
2,2900,0.69746947,0.49316406,0.49316406,0.69746947
2,3000,0.69765478,0.49121094,0.49121094,0.69765478
2,3100,0.69783640,0.48828125,0.48828125,0.69783640
2,3200,0.69802821,0.48828125,0.48828125,0.69802821
2,3300,0.69824964,0.49121094,0.49121094,0.69824964
2,3400,0.69848442,0.49414062,0.49414062,0.69848442
2,3500,0.69874573,0.49804688,0.49804688,0.69874573
2,3600,0.69902480,0.49902344,0.49902344,0.69902480
2,3700,0.69930285,0.50097656,0.50097656,0.69930285
2,3800,0.69963849,0.50097656,0.50097656,0.69963849
2,3900,0.70010281,0.50781250,0.50781250,0.70010281
2,4000,0.70065701,0.51367188,0.51367188,0.70065701
2,4100,0.70140994,0.51660156,0.51660156,0.70140994
2,4200,0.70225418,0.51464844,0.51464844,0.70225418
2,4300,0.70341253,0.51757812,0.51757812,0.70341253
2,4400,0.70483303,0.51464844,0.51464844,0.70483303
2,4500,0.70638549,0.51562500,0.51562500,0.70638549
2,4600,0.70816201,0.51855469,0.51855469,0.70816201
2,4700,0.71026361,0.52050781,0.52050781,0.71026361
2,4800,0.71272480,0.51855469,0.51855469,0.71272480
2,4900,0.71549487,0.52050781,0.52050781,0.71549487
2,5000,0.71858746,0.51464844,0.51464844,0.71858746
2,5100,0.72231126,0.51074219,0.51074219,0.72231126
2,5200,0.72607493,0.50976562,0.50976562,0.72607493
2,5300,0.73044586,0.50781250,0.50781250,0.73044586
2,5400,0.73513710,0.50781250,0.50781250,0.73513710
2,5500,0.74054921,0.50292969,0.50292969,0.74054921
2,5600,0.74718034,0.50683594,0.50683594,0.74718034
2,5700,0.75479627,0.50195312,0.50195312,0.75479627
2,5800,0.76185071,0.50781250,0.50781250,0.76185071
2,5900,0.76507044,0.51074219,0.51074219,0.76507044
2,6000,0.70232940,0.59375000,0.59375000,0.70232940
2,6100,0.33748254,0.87597656,0.87597656,0.33748254
2,6200,0.04576738,0.99707031,0.99707031,0.04576738
2,6300,0.01590418,1.00000000,1.00000000,0.01590418
2,6400,0.00856484,1.00000000,1.00000000,0.00856484
2,6500,0.00559848,1.00000000,1.00000000,0.00559848
2,6600,0.00405069,1.00000000,1.00000000,0.00405069
2,6700,0.00311488,1.00000000,1.00000000,0.00311488
2,6800,0.00249556,1.00000000,1.00000000,0.00249556
2,6900,0.00206224,1.00000000,1.00000000,0.00206224
2,7000,0.00174818,1.00000000,1.00000000,0.00174818
2,7100,0.00151118,1.00000000,1.00000000,0.00151118
2,7200,0.00132574,1.00000000,1.00000000,0.00132574
2,7300,0.00117846,1.00000000,1.00000000,0.00117846
2,7400,0.00105838,1.00000000,1.00000000,0.00105838
2,7500,0.00095885,1.00000000,1.00000000,0.00095885
2,7600,0.00087409,1.00000000,1.00000000,0.00087409
2,7700,0.00080231,1.00000000,1.00000000,0.00080231
2,7800,0.00074098,1.00000000,1.00000000,0.00074098
2,7900,0.00068753,1.00000000,1.00000000,0.00068753
2,8000,0.00064087,1.00000000,1.00000000,0.00064087
2,8100,0.00059964,1.00000000,1.00000000,0.00059964
2,8200,0.00056305,1.00000000,1.00000000,0.00056305
2,8300,0.00053028,1.00000000,1.00000000,0.00053028
2,8400,0.00050105,1.00000000,1.00000000,0.00050105
2,8500,0.00047459,1.00000000,1.00000000,0.00047459
2,8600,0.00045064,1.00000000,1.00000000,0.00045064
2,8700,0.00042879,1.00000000,1.00000000,0.00042879
2,8800,0.00040884,1.00000000,1.00000000,0.00040884
2,8900,0.00039057,1.00000000,1.00000000,0.00039057
2,9000,0.00037368,1.00000000,1.00000000,0.00037368
2,9100,0.00035812,1.00000000,1.00000000,0.00035812
2,9200,0.00034372,1.00000000,1.00000000,0.00034372
2,9300,0.00033037,1.00000000,1.00000000,0.00033037
2,9400,0.00031796,1.00000000,1.00000000,0.00031796
2,9500,0.00030634,1.00000000,1.00000000,0.00030634
2,9600,0.00029551,1.00000000,1.00000000,0.00029551
2,9700,0.00028536,1.00000000,1.00000000,0.00028536
2,9800,0.00027584,1.00000000,1.00000000,0.00027584
2,9900,0.00026690,1.00000000,1.00000000,0.00026690
2,10000,0.00025846,1.00000000,1.00000000,0.00025846
2,10100,0.00025053,1.00000000,1.00000000,0.00025053
2,10200,0.00024303,1.00000000,1.00000000,0.00024303
2,10300,0.00023591,1.00000000,1.00000000,0.00023591
2,10400,0.00022918,1.00000000,1.00000000,0.00022918
2,10500,0.00022279,1.00000000,1.00000000,0.00022279
2,10600,0.00021673,1.00000000,1.00000000,0.00021673
2,10700,0.00021099,1.00000000,1.00000000,0.00021099
2,10800,0.00020551,1.00000000,1.00000000,0.00020551
2,10900,0.00020029,1.00000000,1.00000000,0.00020029
2,11000,0.00019532,1.00000000,1.00000000,0.00019532
2,11100,0.00019057,1.00000000,1.00000000,0.00019057
2,11200,0.00018604,1.00000000,1.00000000,0.00018604
2,11300,0.00018172,1.00000000,1.00000000,0.00018172
2,11400,0.00017758,1.00000000,1.00000000,0.00017758
2,11500,0.00017362,1.00000000,1.00000000,0.00017362
2,11600,0.00016982,1.00000000,1.00000000,0.00016982
2,11700,0.00016617,1.00000000,1.00000000,0.00016617
2,11800,0.00016268,1.00000000,1.00000000,0.00016268
2,11900,0.00015932,1.00000000,1.00000000,0.00015932
2,12000,0.00015611,1.00000000,1.00000000,0.00015611
2,12100,0.00015301,1.00000000,1.00000000,0.00015301
2,12200,0.00015005,1.00000000,1.00000000,0.00015005
2,12300,0.00014721,1.00000000,1.00000000,0.00014721
2,12400,0.00014445,1.00000000,1.00000000,0.00014445
2,12500,0.00014181,1.00000000,1.00000000,0.00014181
2,12600,0.00013923,1.00000000,1.00000000,0.00013923
2,12700,0.00013678,1.00000000,1.00000000,0.00013678
2,12800,0.00013443,1.00000000,1.00000000,0.00013443
2,12900,0.00013214,1.00000000,1.00000000,0.00013214
2,13000,0.00012992,1.00000000,1.00000000,0.00012992
2,13100,0.00012778,1.00000000,1.00000000,0.00012778
2,13200,0.00012573,1.00000000,1.00000000,0.00012573
2,13300,0.00012374,1.00000000,1.00000000,0.00012374
2,13400,0.00012179,1.00000000,1.00000000,0.00012179
2,13500,0.00011993,1.00000000,1.00000000,0.00011993
2,13600,0.00011814,1.00000000,1.00000000,0.00011814
2,13700,0.00011638,1.00000000,1.00000000,0.00011638
2,13800,0.00011469,1.00000000,1.00000000,0.00011469
2,13900,0.00011305,1.00000000,1.00000000,0.00011305
2,14000,0.00011145,1.00000000,1.00000000,0.00011145
2,14100,0.00010989,1.00000000,1.00000000,0.00010989
2,14200,0.00010840,1.00000000,1.00000000,0.00010840
2,14300,0.00010695,1.00000000,1.00000000,0.00010695
2,14400,0.00010553,1.00000000,1.00000000,0.00010553
2,14500,0.00010415,1.00000000,1.00000000,0.00010415
2,14600,0.00010282,1.00000000,1.00000000,0.00010282
2,14700,0.00010151,1.00000000,1.00000000,0.00010151
2,14800,0.00010027,1.00000000,1.00000000,0.00010027
2,14900,0.00009903,1.00000000,1.00000000,0.00009903
2,14999,0.00009785,1.00000000,1.00000000,0.00009785
3,0,0.69345546,0.50878906,0.50878906,0.69345546
3,100,0.69349962,0.50292969,0.50292969,0.69349962
3,200,0.69361079,0.49609375,0.49609375,0.69361079
3,300,0.69371110,0.49316406,0.49316406,0.69371110
3,400,0.69380689,0.49121094,0.49121094,0.69380689
3,500,0.69390452,0.49316406,0.49316406,0.69390452
3,600,0.69397378,0.49707031,0.49707031,0.69397378
3,700,0.69404942,0.49414062,0.49414062,0.69404942
3,800,0.69412440,0.49218750,0.49218750,0.69412440
3,900,0.69420278,0.49316406,0.49316406,0.69420278
3,1000,0.69429338,0.49707031,0.49707031,0.69429338
3,1100,0.69441164,0.50000000,0.50000000,0.69441164
3,1200,0.69454086,0.49804688,0.49804688,0.69454086
3,1300,0.69467777,0.49707031,0.49707031,0.69467777
3,1400,0.69479841,0.49609375,0.49609375,0.69479841
3,1500,0.69492495,0.49804688,0.49804688,0.69492495
3,1600,0.69505519,0.49316406,0.49316406,0.69505519
3,1700,0.69519508,0.49609375,0.49609375,0.69519508
3,1800,0.69531775,0.50097656,0.50097656,0.69531775
3,1900,0.69544929,0.50000000,0.50000000,0.69544929
3,2000,0.69558865,0.49902344,0.49902344,0.69558865
3,2100,0.69573814,0.50097656,0.50097656,0.69573814
3,2200,0.69592047,0.49902344,0.49902344,0.69592047
3,2300,0.69607842,0.49902344,0.49902344,0.69607842
3,2400,0.69621491,0.50195312,0.50195312,0.69621491
3,2500,0.69634759,0.50292969,0.50292969,0.69634759
3,2600,0.69652009,0.50000000,0.50000000,0.69652009
3,2700,0.69670653,0.50097656,0.50097656,0.69670653
